"","Prec","Acc"
"1",0.925311203319502,0.908037653874004
"2",0.886051080550098,0.889210716871832
"3",0.901840490797546,0.89210716871832
"4",0.921722113502935,0.904417089065894
"5",0.922916666666667,0.900796524257784
"6",0.87866927592955,0.895003620564808
"7",0.925773195876289,0.905865314989138
"8",0.926680244399185,0.908761766835626
"9",0.905511811023622,0.897175959449674
"10",0.89272030651341,0.897900072411296
"11",0.898128898128898,0.88848660391021
"12",0.936475409836066,0.908761766835626
"13",0.924686192468619,0.908037653874004
"14",0.909980430528376,0.903692976104272
"15",0.923679060665362,0.905865314989138
"16",0.903288201160542,0.904417089065894
"17",0.891566265060241,0.893555394641564
"18",0.937229437229437,0.914554670528603
"19",0.917624521072797,0.895003620564808
"20",0.936475409836066,0.905865314989138
"21",0.914110429447853,0.895003620564808
"22",0.924024640657084,0.895003620564808
"23",0.909465020576132,0.912382331643736
"24",0.924180327868853,0.889934829833454
"25",0.913934426229508,0.903692976104272
"26",0.930555555555556,0.915278783490225
"27",0.899193548387097,0.882693700217234
"28",0.908350305498982,0.907313540912382
"29",0.934156378600823,0.909485879797248
"30",0.905063291139241,0.900072411296162
"31",0.887733887733888,0.902244750181028
"32",0.908366533864542,0.901520637219406
"33",0.937119675456389,0.918899348298335
"34",0.872509960159363,0.8848660391021
"35",0.911937377690802,0.89572773352643
"36",0.904761904761905,0.887038377986966
"37",0.941441441441441,0.911658218682114
"38",0.895038167938931,0.90296886314265
"39",0.917171717171717,0.900796524257784
"40",0.920077972709552,0.905141202027516
"41",0.913214990138067,0.901520637219406
"42",0.926160337552743,0.897900072411296
"43",0.910679611650485,0.903692976104272
"44",0.893069306930693,0.898624185372918
"45",0.916504854368932,0.904417089065894
"46",0.940695296523517,0.91020999275887
"47",0.925311203319502,0.918175235336713
"48",0.939271255060729,0.917451122375091
"49",0.942268041237113,0.91383055756698
"50",0.88671875,0.896451846488052
"51",0.9375,0.908037653874004
"52",0.904382470119522,0.887038377986966
"53",0.915492957746479,0.900796524257784
"54",0.908571428571429,0.887762490948588
"55",0.889558232931727,0.89572773352643
"56",0.927194860813705,0.90658942795076
"57",0.909090909090909,0.902244750181028
"58",0.922764227642276,0.901520637219406
"59",0.926441351888668,0.907313540912382
"60",0.904191616766467,0.897900072411296
"61",0.915354330708661,0.905141202027516
"62",0.888429752066116,0.89210716871832
"63",0.91897233201581,0.902244750181028
"64",0.904564315352697,0.903692976104272
"65",0.916512059369202,0.902244750181028
"66",0.912423625254583,0.91383055756698
"67",0.912280701754386,0.904417089065894
"68",0.89738430583501,0.885590152063722
"69",0.907368421052632,0.900796524257784
"70",0.891304347826087,0.89572773352643
"71",0.91015625,0.905865314989138
"72",0.921940928270042,0.903692976104272
"73",0.9125,0.896451846488052
"74",0.929336188436831,0.910934105720492
"75",0.852589641434263,0.880521361332368
"76",0.888888888888889,0.886314265025344
"77",0.892929292929293,0.894279507603186
"78",0.887096774193548,0.896451846488052
"79",0.891393442622951,0.905865314989138
"80",0.877394636015326,0.886314265025344
"81",0.892215568862275,0.907313540912382
"82",0.90295358649789,0.89934829833454
"83",0.936381709741551,0.915278783490225
"84",0.92,0.91020999275887
"85",0.934599156118143,0.90296886314265
"86",0.906191369606004,0.904417089065894
"87",0.921810699588477,0.915278783490225
"88",0.908045977011494,0.897175959449674
"89",0.895669291338583,0.89934829833454
"90",0.941544885177453,0.908761766835626
"91",0.909266409266409,0.905141202027516
"92",0.920997920997921,0.90658942795076
"93",0.901803607214429,0.889934829833454
"94",0.916666666666667,0.90296886314265
"95",0.925311203319502,0.908037653874004
"96",0.932098765432099,0.911658218682114
"97",0.926380368098159,0.911658218682114
"98",0.905494505494505,0.905141202027516
"99",0.881040892193309,0.893555394641564
"100",0.91260162601626,0.913106444605358
