"","Prec","Acc"
"1",0.953398058252427,0.958725561187545
"2",0.951035781544256,0.947863866763215
"3",0.948514851485148,0.958001448225923
"4",0.947565543071161,0.950760318609703
"5",0.926739926739927,0.934105720492397
"6",0.939508506616257,0.940622737146995
"7",0.935483870967742,0.944243301955105
"8",0.971428571428571,0.942795076031861
"9",0.929577464788732,0.949312092686459
"10",0.933209647495362,0.947139753801593
"11",0.944444444444444,0.944967414916727
"12",0.967557251908397,0.947139753801593
"13",0.950639853747715,0.952208544532947
"14",0.953007518796993,0.954380883417813
"15",0.936920222634508,0.949312092686459
"16",0.932692307692308,0.944967414916727
"17",0.930635838150289,0.951484431571325
"18",0.960820895522388,0.950036205648081
"19",0.953271028037383,0.952208544532947
"20",0.930018416206261,0.941346850108617
"21",0.930693069306931,0.937726285300507
"22",0.937743190661479,0.933381607530775
"23",0.931216931216931,0.945691527878349
"24",0.946236559139785,0.944243301955105
"25",0.933209647495362,0.947139753801593
"26",0.94015444015444,0.945691527878349
"27",0.950757575757576,0.952932657494569
"28",0.944866920152091,0.947139753801593
"29",0.941619585687382,0.941346850108617
"30",0.965714285714286,0.950036205648081
"31",0.942271880819367,0.944243301955105
"32",0.941729323308271,0.941346850108617
"33",0.943327239488117,0.953656770456191
"34",0.942698706099815,0.942070963070239
"35",0.958490566037736,0.954380883417813
"36",0.944866920152091,0.952208544532947
"37",0.954802259887006,0.955829109341057
"38",0.943359375,0.955104996379435
"39",0.915921288014311,0.945691527878349
"40",0.953531598513011,0.939174511223751
"41",0.931608133086876,0.942070963070239
"42",0.95,0.950036205648081
"43",0.943942133815552,0.951484431571325
"44",0.945996275605214,0.958725561187545
"45",0.946428571428571,0.955829109341057
"46",0.925925925925926,0.947139753801593
"47",0.941176470588235,0.945691527878349
"48",0.927893738140417,0.948587979724837
"49",0.953033268101761,0.963794351918899
"50",0.929499072356215,0.944243301955105
"51",0.93984962406015,0.942795076031861
"52",0.948096885813149,0.958725561187545
"53",0.946215139442231,0.945691527878349
"54",0.953629032258065,0.955104996379435
"55",0.951940850277264,0.946415640839971
"56",0.927619047619048,0.944967414916727
"57",0.951830443159923,0.950036205648081
"58",0.950909090909091,0.954380883417813
"59",0.945945945945946,0.947139753801593
"60",0.944741532976827,0.952932657494569
"61",0.931372549019608,0.938450398262129
"62",0.933962264150943,0.942795076031861
"63",0.953488372093023,0.937002172338885
"64",0.938661710037175,0.951484431571325
"65",0.937743190661479,0.950036205648081
"66",0.935779816513762,0.942795076031861
"67",0.93128390596745,0.947863866763215
"68",0.944341372912802,0.948587979724837
"69",0.953586497890295,0.948587979724837
"70",0.945891783567134,0.949312092686459
"71",0.947162426614481,0.955829109341057
"72",0.956862745098039,0.945691527878349
"73",0.924354243542435,0.939898624185373
"74",0.944029850746269,0.938450398262129
"75",0.939890710382514,0.946415640839971
"76",0.93909626719057,0.941346850108617
"77",0.92818671454219,0.944967414916727
"78",0.940647482014389,0.947863866763215
"79",0.926782273603083,0.944243301955105
"80",0.949814126394052,0.945691527878349
"81",0.941605839416058,0.950036205648081
"82",0.93205574912892,0.939898624185373
"83",0.948148148148148,0.944967414916727
"84",0.94263862332696,0.947863866763215
"85",0.9375,0.943519188993483
"86",0.953007518796993,0.959449674149167
"87",0.931226765799256,0.950036205648081
"88",0.952127659574468,0.952932657494569
"89",0.948176583493282,0.952932657494569
"90",0.953846153846154,0.940622737146995
"91",0.93609022556391,0.948587979724837
"92",0.949814126394052,0.949312092686459
"93",0.955555555555556,0.952932657494569
"94",0.952727272727273,0.952932657494569
"95",0.942164179104478,0.944967414916727
"96",0.953667953667954,0.951484431571325
"97",0.930970149253731,0.947863866763215
"98",0.929859719438878,0.942070963070239
"99",0.950757575757576,0.942070963070239
"100",0.938202247191011,0.950036205648081
