"","Prec","Acc"
"1",0.875954198473282,0.896451846488052
"2",0.891944990176817,0.893555394641564
"3",0.894523326572008,0.889210716871832
"4",0.914396887159533,0.900796524257784
"5",0.910973084886128,0.894279507603186
"6",0.887983706720978,0.890658942795076
"7",0.928879310344828,0.895003620564808
"8",0.899408284023669,0.898624185372918
"9",0.888268156424581,0.900796524257784
"10",0.912790697674419,0.909485879797248
"11",0.901030927835052,0.892831281679942
"12",0.881481481481482,0.898624185372918
"13",0.911522633744856,0.903692976104272
"14",0.849220103986135,0.89210716871832
"15",0.941414141414141,0.908761766835626
"16",0.911111111111111,0.897175959449674
"17",0.933189655172414,0.902244750181028
"18",0.913419913419913,0.898624185372918
"19",0.909943714821764,0.89572773352643
"20",0.890359168241966,0.896451846488052
"21",0.920245398773006,0.89934829833454
"22",0.914230019493177,0.903692976104272
"23",0.857418111753372,0.892831281679942
"24",0.926778242677824,0.885590152063722
"25",0.919087136929461,0.903692976104272
"26",0.898854961832061,0.903692976104272
"27",0.923395445134576,0.89210716871832
"28",0.863117870722434,0.893555394641564
"29",0.870609981515712,0.894279507603186
"30",0.872983870967742,0.889934829833454
"31",0.859719438877755,0.89210716871832
"32",0.868421052631579,0.88848660391021
"33",0.895669291338583,0.897900072411296
"34",0.916666666666667,0.903692976104272
"35",0.912524850894632,0.891383055756698
"36",0.924568965517241,0.876900796524258
"37",0.928251121076233,0.904417089065894
"38",0.88560157790927,0.886314265025344
"39",0.926881720430108,0.889210716871832
"40",0.89365671641791,0.898624185372918
"41",0.875706214689266,0.887038377986966
"42",0.884086444007859,0.88848660391021
"43",0.895145631067961,0.89210716871832
"44",0.888,0.89210716871832
"45",0.914893617021277,0.904417089065894
"46",0.926977687626775,0.90296886314265
"47",0.88663967611336,0.897900072411296
"48",0.902152641878669,0.900796524257784
"49",0.913131313131313,0.89934829833454
"50",0.898809523809524,0.900796524257784
"51",0.879218472468916,0.90296886314265
"52",0.932773109243697,0.891383055756698
"53",0.914171656686627,0.902244750181028
"54",0.924686192468619,0.871107892831282
"55",0.864603481624758,0.887762490948588
"56",0.920600858369099,0.901520637219406
"57",0.913934426229508,0.88848660391021
"58",0.928870292887029,0.897175959449674
"59",0.922,0.902244750181028
"60",0.913223140495868,0.894279507603186
"61",0.913385826771654,0.903692976104272
"62",0.896265560165975,0.896451846488052
"63",0.917148362235067,0.908761766835626
"64",0.876050420168067,0.880521361332368
"65",0.903954802259887,0.887762490948588
"66",0.873563218390805,0.90296886314265
"67",0.912423625254583,0.891383055756698
"68",0.905737704918033,0.886314265025344
"69",0.919282511210762,0.891383055756698
"70",0.888671875,0.897175959449674
"71",0.924843423799583,0.896451846488052
"72",0.883040935672515,0.898624185372918
"73",0.872623574144487,0.893555394641564
"74",0.921397379912664,0.900072411296162
"75",0.83625730994152,0.87400434467777
"76",0.906313645621181,0.891383055756698
"77",0.884,0.890658942795076
"78",0.916129032258065,0.898624185372918
"79",0.85632183908046,0.898624185372918
"80",0.908350305498982,0.891383055756698
"81",0.840366972477064,0.891383055756698
"82",0.921700223713647,0.89572773352643
"83",0.94020618556701,0.90658942795076
"84",0.918533604887984,0.903692976104272
"85",0.899408284023669,0.897900072411296
"86",0.895238095238095,0.891383055756698
"87",0.873370577281192,0.908761766835626
"88",0.868705035971223,0.885590152063722
"89",0.936170212765957,0.905141202027516
"90",0.903614457831325,0.893555394641564
"91",0.91468253968254,0.900796524257784
"92",0.885658914728682,0.901520637219406
"93",0.907597535934292,0.887038377986966
"94",0.931958762886598,0.895003620564808
"95",0.933901918976546,0.905865314989138
"96",0.923387096774194,0.911658218682114
"97",0.890595009596929,0.904417089065894
"98",0.888185654008439,0.904417089065894
"99",0.904214559386973,0.902244750181028
"100",0.877394636015326,0.904417089065894
